,1H4,1H6,2H4,2H6,3H6,Ado,Ant,AWW,AYL,Cor,Cym,Err,H5,H8,Ham,JC,Jn,LLL,Lr,Luc,Mac,MM,MND,MV,Oth,Per,PhT,R2,R3,Rom,Shr,Son,TGV,Tim,Tit,Tmp,TN,TNK,Tro,Ven,Wiv,WT
above,4,3,0,5,6,1,2,3,1,4,8,3,0,10,4,3,3,3,6,0,3,2,0,6,3,6,0,3,1,10,3,4,4,7,3,4,6,9,8,1,5,3
change,1,3,2,4,3,4,8,3,6,5,7,1,6,0,4,8,4,9,5,2,0,7,4,4,7,4,0,6,4,4,3,12,6,3,1,1,0,0,4,0,1,7
methinks,3,9,1,6,10,4,3,2,1,4,2,3,3,4,5,2,4,3,8,0,1,2,9,6,4,0,0,5,3,3,4,4,5,7,1,4,4,9,2,0,4,7
note,0,1,3,2,0,7,10,8,4,6,12,2,6,7,6,5,3,8,4,2,4,4,4,4,3,3,0,1,1,4,3,2,2,2,1,2,6,7,4,2,2,7
oft,7,2,1,9,4,1,3,11,5,2,7,2,3,5,12,3,2,2,6,5,0,7,2,4,9,3,0,0,3,4,1,5,3,1,4,0,8,1,5,2,0,3
pay,11,5,7,8,4,0,2,4,1,2,8,9,8,2,4,2,4,1,0,1,4,2,1,8,1,4,0,3,1,4,2,3,0,7,2,2,5,4,4,4,2,7
spoke,3,0,6,4,2,4,10,9,3,8,10,0,2,7,2,6,5,5,5,0,4,7,2,5,6,2,0,1,7,6,2,0,1,3,0,3,2,6,2,2,5,4
takes,7,2,2,4,5,2,4,3,1,3,8,3,2,9,10,1,5,2,4,6,5,1,5,1,5,2,0,3,0,5,2,3,8,3,6,1,5,4,6,5,3,1
cardinal,0,11,0,67,0,0,0,0,0,0,0,0,0,67,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
city,1,6,0,8,7,2,4,2,4,47,1,5,4,1,2,0,10,0,0,3,0,5,3,2,2,5,0,0,2,4,4,0,3,11,2,0,2,5,3,0,0,2
harry,39,1,37,0,2,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
tender,1,7,1,4,4,2,0,6,2,2,12,2,2,5,4,0,3,8,4,3,2,3,4,2,1,1,0,5,14,7,2,7,6,3,3,4,2,5,1,8,2,8
bold,6,6,8,4,4,1,0,4,1,4,6,0,3,11,3,3,1,3,5,5,4,2,2,3,8,2,0,6,8,4,5,2,3,2,2,3,1,8,2,3,6,2
duty,1,6,2,3,2,2,4,6,3,3,5,1,4,9,13,2,2,4,10,5,0,0,5,1,11,1,0,12,7,0,16,3,7,2,0,0,3,1,1,2,0,2
eat,4,0,8,6,0,9,5,7,9,4,3,2,18,1,5,1,2,1,3,2,3,2,2,2,2,4,0,2,1,0,9,2,0,12,5,2,2,9,5,0,3,1
heavens,3,8,2,4,4,1,3,1,0,5,14,1,0,0,8,5,1,4,9,2,2,5,1,2,3,6,0,3,3,4,1,0,0,3,6,9,5,5,13,0,2,11
pale,4,7,1,5,3,2,2,1,4,3,4,5,7,1,8,2,5,3,0,10,5,1,7,1,3,2,0,11,5,11,3,2,2,1,6,0,1,1,5,11,0,3
past,1,1,7,1,2,2,4,11,1,6,9,1,4,3,3,1,3,3,4,5,1,4,4,4,6,3,0,3,3,7,3,10,1,4,3,5,2,2,9,1,3,11
yield,2,13,4,7,19,2,6,1,2,7,9,2,7,0,2,3,2,3,3,5,4,6,4,4,1,6,0,4,8,0,0,2,3,4,3,2,2,1,2,3,1,1
already,11,3,6,3,4,4,7,6,1,6,5,0,1,7,6,4,3,3,2,1,4,6,3,3,10,1,0,3,3,5,0,1,5,3,1,0,4,0,5,0,3,7
dog,3,0,4,2,1,3,2,1,4,2,2,2,7,1,2,1,1,0,12,1,1,0,5,8,7,0,0,2,6,6,3,0,24,17,4,2,4,0,8,1,9,0
hours,7,3,4,0,8,2,5,3,4,3,4,5,2,3,2,0,1,2,2,5,1,2,3,4,4,4,0,9,11,9,3,12,2,3,1,4,4,5,1,2,3,2
sirrah,11,3,7,10,1,2,3,8,2,2,3,4,1,1,1,5,5,4,10,0,2,9,0,3,1,0,0,1,1,6,20,0,4,1,6,2,3,2,1,0,5,0
water,3,1,3,4,5,1,8,1,0,2,2,3,3,2,6,1,4,3,5,6,5,2,2,2,3,3,0,7,1,2,4,5,5,10,6,9,5,5,4,3,7,5
become,2,3,9,3,5,4,7,1,3,7,4,1,3,5,0,4,3,1,2,2,5,6,0,8,1,2,0,6,4,0,3,1,7,4,4,5,7,7,3,2,6,8
horatio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lest,1,2,2,3,5,3,3,4,0,6,5,6,5,2,4,5,7,1,6,2,2,3,2,4,3,3,1,5,9,4,2,8,6,2,4,2,3,3,3,4,4,10
attendants,0,13,1,5,3,2,3,8,4,3,11,1,6,6,6,1,6,1,6,0,8,1,1,3,9,7,0,6,1,1,6,0,0,2,9,1,5,6,2,0,0,5
needs,4,0,4,5,4,1,6,5,2,1,2,2,6,5,7,1,7,5,6,0,3,4,3,4,6,1,0,2,3,4,1,5,4,10,3,4,4,7,5,3,3,3
percy,63,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
presently,4,6,2,8,3,9,4,4,2,5,3,3,3,5,5,4,2,0,5,2,1,3,1,7,4,3,0,5,4,3,2,0,14,3,5,3,2,9,2,0,3,2
report,3,3,2,2,2,2,11,5,2,15,20,2,0,3,5,1,2,1,3,0,9,7,2,1,5,5,0,2,4,1,5,4,2,3,1,3,4,2,1,0,1,9
e,0,3,2,4,2,3,6,6,0,6,2,1,0,3,12,0,4,3,5,1,0,3,3,4,3,7,0,2,3,10,5,0,3,11,3,9,4,12,5,0,0,7
forward,5,1,11,5,7,11,1,3,6,3,6,1,0,5,2,4,3,6,0,1,0,4,3,1,2,2,0,5,8,3,14,1,2,1,3,4,0,9,2,0,3,4
julia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0
just,2,3,10,3,3,10,2,5,5,0,1,2,8,5,2,3,4,0,6,2,3,8,0,2,8,5,0,4,10,2,1,4,0,5,7,2,1,5,3,3,2,4
rose,3,18,1,20,59,1,2,1,4,0,0,0,0,3,4,1,2,2,0,3,0,0,4,0,2,2,0,1,1,1,1,6,0,1,0,0,0,5,1,5,0,0
withal,6,5,3,0,5,3,3,3,14,2,0,5,8,2,6,4,2,5,1,2,5,2,0,7,2,3,0,2,13,5,9,1,2,1,6,2,1,2,3,1,3,2
grow,3,0,8,4,1,2,4,4,3,3,5,1,5,8,9,2,1,5,6,1,2,3,5,7,4,2,1,7,5,3,2,11,0,1,3,2,5,5,4,2,2,2
host,2,1,0,1,1,0,3,1,0,3,1,4,10,0,1,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,6,0,87,1
married,1,1,1,7,1,12,13,5,12,1,6,2,3,3,3,2,2,4,0,0,0,8,2,4,5,2,1,1,1,19,11,2,0,0,1,1,4,1,1,0,8,4
morning,7,0,0,1,3,7,4,2,3,3,5,1,7,6,5,4,1,2,1,5,2,7,4,6,4,0,0,0,6,11,4,2,2,2,1,2,4,8,9,2,6,0
paris,0,10,0,3,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,72,0,0,0
anon,20,1,7,1,1,0,1,5,1,3,2,3,1,5,6,0,3,2,1,1,7,5,5,3,4,0,0,0,2,8,1,2,0,3,1,2,4,3,7,4,4,6
choose,4,2,6,2,2,3,3,8,1,5,4,2,2,2,6,3,1,2,3,1,1,2,2,28,2,1,1,4,3,4,5,2,2,3,5,3,3,5,3,2,3,5
ready,2,3,4,3,5,5,3,0,2,8,7,0,3,7,4,4,2,0,9,1,3,5,6,5,0,5,0,3,5,5,16,0,1,2,3,3,3,2,7,1,4,2
red,2,11,3,16,28,0,0,1,3,3,0,1,3,1,2,4,2,6,1,15,2,1,3,1,0,1,0,1,4,0,2,4,0,0,1,2,2,3,3,16,2,3
wherein,11,4,4,3,2,0,3,5,6,10,7,0,3,5,8,5,1,0,4,6,1,3,1,4,5,3,0,4,5,1,3,5,3,0,4,1,3,0,4,3,1,3
edmund,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enobarbus,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
met,7,3,3,1,2,0,5,5,14,7,3,8,5,8,1,1,4,2,6,1,3,3,5,0,3,1,0,2,6,4,5,0,1,4,2,4,1,5,1,1,5,5
flesh,6,4,6,2,2,3,3,7,2,2,3,3,0,1,5,1,3,5,10,2,1,1,0,25,0,8,0,5,1,7,2,3,0,2,4,4,2,1,1,2,2,6
olivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0
speaks,6,3,4,5,3,6,6,1,3,6,1,2,3,3,7,5,9,3,3,3,2,4,1,3,6,3,0,3,3,6,0,0,1,5,3,5,4,3,5,2,5,1
deny,7,4,4,3,3,5,5,4,2,7,4,10,1,4,2,0,4,6,6,1,3,2,2,13,5,2,0,3,6,5,3,2,1,2,0,2,5,4,1,0,0,2
leontes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
traitor,2,4,2,21,10,0,0,1,3,8,4,1,4,5,0,1,1,1,14,4,5,0,0,0,0,4,0,23,8,1,1,0,1,0,3,2,0,8,5,0,0,3
viola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0
dauphin,0,31,0,3,2,0,0,0,0,0,0,0,57,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lines,2,4,2,2,2,6,2,2,2,2,4,2,4,2,9,3,3,5,5,2,2,2,8,6,5,2,1,2,3,3,2,9,8,2,5,7,6,2,2,2,2,3
killed,3,0,4,1,8,7,0,3,3,3,7,1,6,0,7,3,2,4,2,6,6,1,2,1,12,3,0,1,15,8,1,1,2,1,8,2,1,0,0,3,3,6
moon,9,0,1,1,0,0,7,0,1,6,1,0,3,2,5,1,0,10,6,2,2,1,30,4,4,2,0,1,1,4,8,3,0,4,3,6,1,4,2,1,0,5
somerset,0,59,0,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tranio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
wars,4,9,8,1,2,4,16,11,0,20,6,2,15,2,2,1,2,1,1,1,0,0,1,0,7,3,0,7,4,0,0,0,1,1,4,0,1,3,6,0,0,0
bertram,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
study,2,5,3,3,3,4,3,2,5,2,2,2,4,3,3,3,2,27,5,2,2,3,3,2,2,2,2,2,3,3,5,2,3,2,5,5,3,3,2,2,3,3
appear,0,4,3,0,1,9,9,1,1,9,4,2,10,5,3,8,0,1,8,4,3,6,5,7,0,4,0,2,0,5,0,4,1,3,0,3,5,6,3,0,2,7
salisbury,0,24,0,47,0,0,0,0,0,0,0,0,7,1,0,0,55,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
suit,0,4,4,2,8,5,0,5,5,4,8,7,4,5,3,5,3,6,1,2,0,5,0,11,11,1,0,2,6,2,1,2,3,1,3,2,6,2,1,2,5,1
walk,5,1,2,3,0,8,4,0,1,1,4,6,2,5,9,9,4,5,3,0,4,3,1,2,4,6,0,1,1,5,6,1,4,1,1,1,7,1,9,0,8,5
hastings,0,0,28,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
liege,6,2,8,8,8,1,0,6,4,0,4,3,20,4,3,0,10,9,1,0,3,1,0,0,0,1,0,20,9,1,0,0,0,0,0,1,0,0,1,0,0,7
slain,3,7,3,10,14,0,3,0,0,3,6,0,1,0,6,2,2,0,4,3,5,0,3,0,5,2,1,4,10,17,0,2,0,1,9,0,1,4,8,5,0,0
fast,3,4,0,5,6,0,2,0,3,5,3,7,0,3,5,4,6,10,2,5,3,5,3,5,3,1,0,5,5,3,5,5,6,3,3,3,1,1,5,3,1,1
fell,4,2,3,6,6,0,3,1,3,2,5,1,2,12,9,12,2,2,4,4,8,0,6,5,3,2,0,3,1,1,2,5,0,4,6,1,2,7,2,1,0,0
guard,1,5,6,12,11,0,32,4,0,7,2,2,5,5,4,1,2,1,4,1,0,1,0,1,7,1,0,2,7,0,0,2,0,1,1,3,3,4,6,0,0,1
pass,2,2,1,7,3,0,3,6,3,7,1,2,5,11,5,6,1,6,7,0,0,4,3,2,2,1,0,0,5,3,7,3,2,6,4,1,5,0,7,1,6,4
shows,2,1,3,3,4,7,4,3,2,3,3,0,3,1,8,2,1,8,4,4,1,3,1,5,6,8,0,3,2,7,1,6,4,5,2,3,3,7,2,3,1,5
marriage,0,5,0,2,12,13,3,9,6,0,2,4,4,8,7,1,4,1,0,1,0,5,0,4,4,5,0,2,3,13,8,1,2,1,0,6,1,3,0,0,5,0
soft,5,0,2,2,4,3,7,1,1,4,6,4,3,1,10,2,2,3,1,3,0,4,1,6,4,3,0,1,4,5,7,1,0,4,4,4,5,4,6,8,1,4
sworn,7,1,3,4,3,6,2,5,1,8,2,1,6,2,3,0,9,13,3,1,1,2,0,5,1,3,0,7,2,3,0,3,1,2,0,2,4,1,8,0,5,8
wherefore,1,4,7,5,4,4,4,4,3,3,7,9,3,3,3,6,4,2,7,0,3,0,5,1,4,2,0,3,5,5,2,6,3,3,5,3,3,1,4,0,1,2
servingman,0,10,2,1,0,0,0,0,0,63,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,8,0,29,18,0,0,0,0,0,1,1,2,0,2,0
begin,1,1,5,3,3,4,7,6,4,4,6,1,3,0,7,4,1,6,5,4,3,2,4,1,2,4,0,3,4,5,7,1,3,2,4,3,3,2,7,1,1,5
commend,1,1,5,2,2,2,3,4,4,4,4,2,3,3,5,4,3,5,4,2,3,3,2,4,2,5,1,4,4,6,3,2,7,8,1,1,2,6,5,1,5,4
duchess,0,0,0,43,1,1,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,2,0,0,0,0,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0
edgar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
five,3,2,8,3,5,4,2,6,2,5,2,7,7,0,2,1,7,7,10,0,0,5,1,1,1,2,0,1,2,6,1,3,2,10,3,6,2,2,1,0,4,4
glad,3,2,5,2,1,3,1,2,4,7,7,1,4,9,4,4,2,1,3,0,0,5,1,8,9,8,0,1,1,2,3,2,2,2,1,4,1,7,1,0,15,2
lordship,0,3,13,4,1,3,0,17,0,0,8,0,0,8,16,2,0,0,3,3,0,3,2,1,2,3,0,2,11,0,4,0,5,22,1,0,3,1,1,1,0,0
bosom,4,3,3,2,1,1,3,4,1,2,2,0,4,3,4,3,10,2,4,1,4,4,2,3,5,2,0,11,8,8,1,4,4,4,2,1,6,2,1,4,0,5
fare,1,2,7,2,2,8,6,6,8,4,3,1,5,2,6,6,4,3,9,0,3,10,3,9,0,2,0,1,1,0,1,0,0,9,0,1,7,1,3,0,4,1
favor,1,4,2,6,1,4,3,7,2,1,7,2,3,10,4,3,3,7,5,0,2,3,1,2,6,2,0,2,4,2,2,3,3,2,5,1,10,5,4,3,0,4
flourish,0,10,0,7,18,0,9,9,1,9,2,0,8,5,8,3,0,2,4,0,5,1,0,1,0,1,0,2,10,0,1,1,0,1,7,0,0,14,3,0,0,0
hugh,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,0
mouth,3,2,1,5,1,5,1,3,9,2,2,0,8,5,6,3,11,1,6,0,1,5,2,1,3,2,0,7,2,2,2,0,3,3,8,8,4,1,3,3,2,3
murderer,0,0,0,8,1,0,0,0,0,0,1,0,0,0,3,0,3,1,0,0,35,2,2,0,1,2,0,3,71,3,0,0,0,0,4,0,1,0,1,0,0,0
sicinius,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
letters,8,3,6,2,6,2,7,9,0,1,5,1,0,4,9,7,1,4,9,0,1,3,0,3,4,4,0,4,2,5,1,0,5,2,4,1,2,0,0,0,5,3
making,3,1,4,1,2,1,3,2,4,6,2,5,4,1,6,2,3,4,4,2,4,4,3,5,5,4,1,3,2,4,3,13,1,3,2,2,2,3,5,5,1,3
office,2,2,5,5,2,8,5,6,1,4,3,3,6,7,1,1,3,1,5,3,3,9,0,1,8,1,0,6,2,2,5,1,3,3,0,2,3,4,3,1,4,4
self,1,0,1,1,1,2,2,5,0,2,7,5,5,6,2,3,1,4,5,6,4,2,1,3,3,2,1,4,11,3,0,22,4,2,1,1,2,2,7,1,0,4
taste,5,3,5,2,1,1,1,1,4,3,4,2,4,1,2,4,4,3,6,5,2,1,4,3,2,5,1,7,2,4,2,5,1,5,2,4,5,2,8,5,1,3
whole,7,4,5,5,0,7,11,3,2,5,1,2,3,7,7,2,4,2,1,4,4,1,2,3,4,4,0,2,0,3,0,1,1,4,1,2,1,3,9,1,2,3
wouldst,4,1,4,7,3,4,7,0,5,3,4,3,3,0,6,0,2,1,7,1,6,2,0,2,5,3,0,4,5,4,0,3,5,11,6,2,2,1,4,1,2,3
angle,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4
bad,2,2,3,4,2,7,4,3,2,3,6,2,4,1,6,8,1,1,3,3,2,4,0,3,5,6,0,5,10,4,1,8,4,2,1,2,3,1,6,1,0,2
beat,2,4,5,4,3,4,8,4,0,13,3,6,1,1,0,1,2,1,4,2,2,2,1,0,4,1,0,4,6,7,5,0,0,5,2,8,3,2,11,0,4,2
besides,4,7,1,2,0,0,1,1,7,3,6,8,9,4,1,5,3,3,2,3,3,5,1,4,5,3,0,5,3,0,5,1,5,2,1,1,6,2,2,0,5,6
counsel,3,2,6,3,4,9,1,3,5,2,3,0,1,10,3,1,4,1,4,1,0,1,3,5,4,1,0,5,7,8,4,0,7,4,3,0,3,1,2,1,4,7
hero,0,1,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
marcus,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0
sport,4,1,0,3,2,4,4,3,8,1,3,5,1,1,3,1,1,11,3,1,0,1,11,3,7,0,0,4,0,2,2,2,1,2,6,1,6,4,5,5,11,2
strength,2,10,5,3,11,1,7,2,3,7,4,2,3,0,2,2,7,1,5,3,3,3,1,1,0,2,0,3,3,6,1,6,1,0,7,1,1,7,5,3,0,3
ajax,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,128,0,0,0
elizabeth,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
honorable,4,6,3,5,0,6,5,5,3,3,3,0,3,2,2,16,4,1,2,3,0,1,0,3,3,4,0,3,2,5,1,0,3,12,5,1,1,3,1,3,1,6
kings,1,4,1,6,10,0,14,0,0,1,4,0,10,1,2,0,21,0,0,7,10,0,0,2,0,5,0,8,5,1,0,2,0,0,1,1,0,6,5,1,0,8
lion,10,2,2,2,5,1,2,2,1,1,3,0,4,1,1,3,16,3,2,2,2,1,37,2,1,0,0,3,0,0,0,1,1,4,2,0,1,2,5,3,0,0
lucio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
posthumus,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rage,3,6,4,6,5,2,4,0,0,7,2,6,6,1,3,3,9,2,8,9,1,0,2,2,2,4,0,8,4,4,1,5,2,3,2,1,2,2,3,1,0,0
sense,0,0,2,1,1,1,3,9,0,1,7,2,2,0,13,0,1,7,5,3,2,13,4,1,18,3,0,1,0,3,3,4,1,2,0,1,4,7,9,1,1,2
bassanio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind,7,4,4,2,1,3,4,2,4,3,3,3,3,2,10,2,2,0,5,3,1,2,4,3,5,2,0,3,3,2,3,4,2,3,0,3,5,5,2,1,4,6
children,3,3,1,2,6,1,3,1,2,7,4,3,4,3,3,3,4,0,4,4,9,1,1,1,0,1,0,6,27,3,3,2,0,1,2,1,0,5,1,0,3,6
clifford,0,0,0,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
count,0,1,0,1,0,28,0,42,2,0,3,0,4,2,4,1,4,1,0,0,0,0,0,1,0,0,0,2,1,5,2,4,3,1,0,0,20,2,2,0,1,0
malvolio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0
march,12,8,2,7,23,1,2,1,0,5,2,0,10,0,5,13,4,0,2,1,2,0,0,0,0,0,0,6,7,1,0,1,0,2,2,0,0,2,3,0,0,1
pretty,1,0,3,2,1,4,2,4,16,2,5,2,2,0,2,0,3,11,3,2,3,3,3,2,0,9,0,1,5,5,1,3,2,2,4,0,1,6,7,2,5,7
signior,0,0,0,0,0,43,0,0,1,0,2,6,0,0,0,0,0,7,0,0,0,5,1,9,13,1,0,0,0,4,42,0,1,0,0,0,2,0,0,0,0,0
twere,4,0,4,1,7,2,2,5,0,5,5,1,1,2,12,1,1,1,0,1,4,4,2,4,3,2,0,3,6,1,7,0,6,4,1,3,2,8,7,0,2,9
celia,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murder,1,3,5,6,3,0,1,0,1,0,3,1,5,0,16,1,3,0,7,5,10,1,1,1,14,5,0,4,11,7,1,0,0,0,11,1,1,1,0,1,1,3
spirits,2,6,8,3,1,4,3,3,4,1,5,0,3,4,5,7,5,4,5,0,5,4,4,3,4,2,0,1,1,1,1,3,0,3,0,13,1,8,3,0,1,3
sylvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0
anything,4,0,9,2,0,4,1,4,8,4,3,1,8,3,5,9,1,1,5,0,0,4,1,7,5,2,0,0,2,4,1,1,1,1,0,2,4,6,5,1,2,10
apemantus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
capulet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0
living,4,2,4,3,1,4,0,6,7,2,4,1,3,10,2,4,2,4,1,4,1,1,1,2,2,2,0,8,5,5,0,7,3,7,2,6,1,4,0,2,0,4
scholars,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
seems,3,2,1,2,1,4,3,4,3,2,7,3,5,4,6,1,2,1,4,5,5,8,4,0,6,7,0,1,2,3,2,2,1,1,2,2,3,2,1,4,1,12
attend,3,4,1,2,1,1,5,4,4,7,6,3,2,8,2,0,4,2,6,3,5,3,2,2,4,4,0,2,5,4,5,1,3,3,6,6,3,1,1,1,1,1
caius,0,0,0,0,0,0,1,0,0,19,7,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,88,0
jailer,0,1,0,0,0,0,1,0,0,0,15,6,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,10
loss,1,9,4,2,10,1,4,4,0,2,7,1,2,3,1,2,6,0,1,2,0,3,0,3,2,4,0,4,11,4,1,8,2,1,2,9,1,4,5,0,1,6
move,2,0,3,2,0,9,4,5,3,4,5,2,2,2,6,4,4,10,0,1,4,1,3,1,3,4,0,2,6,10,4,1,2,1,2,4,5,2,3,1,0,5
town,2,11,5,3,5,2,0,0,3,9,5,12,10,1,1,0,13,1,1,0,0,0,4,0,7,2,0,1,2,5,4,0,0,3,0,0,6,3,3,0,8,0
dies,1,8,2,9,6,4,10,3,3,1,1,2,3,3,9,4,5,1,5,4,1,3,1,3,6,2,0,4,2,6,0,1,0,3,4,2,1,5,2,1,0,1
dream,1,0,4,6,2,3,2,1,1,0,8,3,3,1,6,4,0,0,1,4,0,3,15,1,5,3,0,1,16,10,4,2,3,1,1,4,5,3,0,0,2,3
earl,15,19,12,7,14,0,0,2,0,0,0,0,5,8,0,0,1,0,9,1,0,0,0,0,0,0,0,8,14,1,0,0,0,0,0,0,0,0,0,1,1,0
norfolk,0,0,2,0,15,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0
pleased,3,2,2,4,2,1,6,2,4,4,4,1,1,6,3,2,8,4,3,2,1,4,1,6,3,3,1,4,1,1,3,2,4,3,3,4,3,8,3,4,1,3
published,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4
wonder,2,2,0,2,6,8,1,4,3,2,7,4,6,3,4,2,2,5,2,2,2,1,7,1,3,5,1,0,1,2,7,3,1,3,1,6,4,2,3,3,1,7
confess,1,1,3,3,5,2,2,7,4,3,3,2,4,4,6,2,3,9,1,0,0,8,3,5,13,1,0,3,2,3,8,1,1,2,0,0,3,0,4,2,4,3
